"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.5","0.29"
"MGAT3","MGAT5","0.81","0.67"
"MGAT4B","MGAT5","0.97","0.99"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.75","0.45"
