"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.38"
"MGAT3","MGAT5","0.93","0.97"
"MGAT4B","MGAT5","0.72","0.81"
"MGAT4B","MGAT5B","0.88","1.0"
"MGAT5","MGAT5B","0.67","0.56"
