"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.28","0.35"
"MGAT4B","MGAT5","0.78","0.45"
"MGAT4B","MGAT5B","0.47","0.5"
"MGAT5","MGAT5B","0.56","0.35"
