"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.55","1.0"
"MGAT3","MGAT5","0.06","0.23"
"MGAT4B","MGAT5","1.0","0.6"
"MGAT4B","MGAT5B","0.76","0.78"
"MGAT5","MGAT5B","0.8","0.55"
