"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.54"
"MGAT3","MGAT5","0.82","0.79"
"MGAT4B","MGAT5","0.57","0.53"
"MGAT4B","MGAT5B","0.79","1.0"
"MGAT5","MGAT5B","0.67","0.8"
