"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.51","0.29"
"MGAT3","MGAT5","0.75","0.65"
"MGAT4B","MGAT5","0.95","1.0"
"MGAT4B","MGAT5B","1.0","0.94"
"MGAT5","MGAT5B","0.78","0.5"
