"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.68"
"MGAT3","MGAT5","0.79","0.9"
"MGAT4B","MGAT5","0.52","0.53"
"MGAT4B","MGAT5B","0.69","1.0"
"MGAT5","MGAT5B","0.57","0.72"
