"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.29","1.0"
"MGAT3","MGAT5","0.25","0.15"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.77","0.94"
"MGAT5","MGAT5B","0.65","0.37"
