"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.9","1.0"
"MGAT3","MGAT5","0.09","0.19"
"MGAT4B","MGAT5","1.0","0.62"
"MGAT4B","MGAT5B","0.72","0.59"
"MGAT5","MGAT5B","0.71","0.36"
