"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.16","0.11"
"MGAT4B","MGAT5","0.78","0.67"
"MGAT4B","MGAT5B","0.47","0.53"
"MGAT5","MGAT5B","0.39","0.17"
