"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.34","0.51"
"MGAT3","MGAT5","0.65","0.42"
"MGAT4B","MGAT5","1.0","0.91"
"MGAT4B","MGAT5B","0.98","1.0"
"MGAT5","MGAT5B","0.82","0.57"
