"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.12","0.71"
"MGAT3","MGAT5","0.49","0.19"
"MGAT4B","MGAT5","1.0","0.83"
"MGAT4B","MGAT5B","0.93","1.0"
"MGAT5","MGAT5B","0.83","0.63"
