"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.71","0.1"
"MGAT3","MGAT5","0.89","0.8"
"MGAT4B","MGAT5","0.94","0.99"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.74","0.43"
