"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.24","0.28"
"MGAT4B","MGAT5","0.47","0.46"
"MGAT4B","MGAT5B","0.2","0.33"
"MGAT5","MGAT5B","0.25","0.17"
