"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.48","0.4"
"MGAT3","MGAT5","0.7","0.32"
"MGAT4B","MGAT5","0.99","0.74"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.88","0.65"
