"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.61","0.3"
"MGAT3","MGAT5","0.74","0.31"
"MGAT4B","MGAT5","0.96","0.66"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.91","0.71"
