"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.44"
"MGAT3","MGAT5","0.9","1.0"
"MGAT4B","MGAT5","0.67","0.8"
"MGAT4B","MGAT5B","0.83","0.85"
"MGAT5","MGAT5B","0.61","0.44"
