"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.61","0.25"
"MGAT3","MGAT5","0.77","0.51"
"MGAT4B","MGAT5","0.94","0.82"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.84","0.63"
