"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.28","0.36"
"MGAT4B","MGAT5","0.39","0.36"
"MGAT4B","MGAT5B","0.11","0.31"
"MGAT5","MGAT5B","0.21","0.19"
