"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.22","0.23"
"MGAT4B","MGAT5","0.71","0.55"
"MGAT4B","MGAT5B","0.46","0.47"
"MGAT5","MGAT5B","0.45","0.27"
