"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.3","1.0"
"MGAT3","MGAT5","0.29","0.07"
"MGAT4B","MGAT5","1.0","0.9"
"MGAT4B","MGAT5B","0.83","0.98"
"MGAT5","MGAT5B","0.73","0.53"
