"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.5","1.0"
"MGAT3","MGAT5","0.18","0.17"
"MGAT4B","MGAT5","1.0","0.99"
"MGAT4B","MGAT5B","0.76","0.72"
"MGAT5","MGAT5B","0.6","0.27"
