"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.22","0.31"
"MGAT4B","MGAT5","0.62","0.44"
"MGAT4B","MGAT5B","0.29","0.29"
"MGAT5","MGAT5B","0.45","0.21"
