"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.26","0.59"
"MGAT3","MGAT5","0.59","0.26"
"MGAT4B","MGAT5","1.0","0.82"
"MGAT4B","MGAT5B","0.99","1.0"
"MGAT5","MGAT5B","0.89","0.68"
