"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.24","0.28"
"MGAT4B","MGAT5","0.84","0.51"
"MGAT4B","MGAT5B","0.53","0.52"
"MGAT5","MGAT5B","0.58","0.33"
