"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.39"
"MGAT3","MGAT5","0.92","0.94"
"MGAT4B","MGAT5","0.7","0.78"
"MGAT4B","MGAT5B","0.86","1.0"
"MGAT5","MGAT5B","0.65","0.53"
