"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.11","0.86"
"MGAT3","MGAT5","0.43","0.27"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.76","0.61"
"MGAT5","MGAT5B","0.6","0.05"
