"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.86","0.02"
"MGAT3","MGAT5","0.9","0.6"
"MGAT4B","MGAT5","0.92","0.73"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.82","0.56"
