"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.37"
"MGAT3","MGAT5","0.95","1.0"
"MGAT4B","MGAT5","0.73","0.84"
"MGAT4B","MGAT5B","0.88","0.91"
"MGAT5","MGAT5B","0.63","0.4"
