"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.6"
"MGAT3","MGAT5","0.81","0.89"
"MGAT4B","MGAT5","0.56","0.59"
"MGAT4B","MGAT5B","0.73","1.0"
"MGAT5","MGAT5B","0.6","0.71"
