"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.21","0.23"
"MGAT4B","MGAT5","0.69","0.53"
"MGAT4B","MGAT5B","0.34","0.42"
"MGAT5","MGAT5B","0.39","0.2"
