"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.8","0.01"
"MGAT3","MGAT5","0.87","0.71"
"MGAT4B","MGAT5","0.88","0.85"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.81","0.62"
