"label","mRNA","methy","GNNExplainer"
"ABAT","5.50110006332397","0.0408000014722347",0.15
"ABCA1","12.4488000869751","-0.0913000032305717",0.15
"ABCB1","7.96490001678467","-0.415300011634827",0.14
"ABCB4","8.32040023803711","-0.443899989128113",0.14
"ABI1","9.84130001068115","-0.475899994373322",0.14
"ABL1","11.211199760437","0.427799999713898",0.15
"ABL2","10.336799621582","-0.312099993228912",0.15
"ACACA","10.3861999511719","0.013399999588728",0.14
"ACACB","10.1574001312256","-0.347099989652634",0.13
"ACAN","5.69129991531372","-0.180999994277954",0.14
"ACIN1","10.6972999572754","-0.468600004911423",0.14
"ACLY","12.7045001983643","0.154599994421005",0.16
"ACO1","10.7011995315552","-0.483399987220764",0.15
"ACO2","11.0691003799438","0.280499994754791",0.14
"ACOT4","5.78259992599487","-0.448000013828278",0.15
"ACOX1","10.7846002578735","-0.460999995470047",0.14
"ACOX2","4.35879993438721","0.216199994087219",0.14
"ACOX3","9.1318998336792","0.431300014257431",0.16
"ACSF3","8.65590000152588","0.00549999997019768",0.13
"ACSS3","7.6648998260498","0.0755999982357025",0.15
"ACTA1","1.08809995651245","0.00310000008903444",0.14
"ACTB","17.0279006958008","0.171499997377396",0.15
"ACTG1","16.11669921875","-0.351599991321564",0.13
"ACTL6B","0","0.0485999993979931",0.14
"ACTN1","12.2898998260498","0.0654999986290932",0.14
"ACTN2","3.21059989929199","-0.0377999991178513",0.15
"ACTN3","0.459699988365173","0.0753000006079674",0.15
"ACTN4","12.9126996994019","0.442499995231628",0.12
"ACTR1A","11.2278003692627","0.0294000003486872",0.15
"ACTR3B","7.62150001525879","-0.384400010108948",0.12
"ACTR8","8.17440032958984","-0.473199993371964",0.16
"ACVR1C","1.32270002365112","0.447200000286102",0.13
"ADAM12","10.5649003982544","0.0688999965786934",0.14
"ADAM15","12.0025997161865","0.248099997639656",0.15
"ADAM28","6.28439998626709","-0.26120001077652",0.14
"ADAMTS5","10.624400138855","0.392399996519089",0.15
"ADAR","12.3108997344971","-0.445600003004074",0.14
"ADCY1","6.29129981994629","0.0727000012993813",0.16
"ADCY2","1.32270002365112","-0.035300001502037",0.14
"ADCY3","10.4553003311157","0.426699995994568",0.14
"ADCY5","2.35859990119934","0.0428999997675419",0.14
"ADCY7","9.61050033569336","0.106299996376038",0.14
"ADCY8","0","-0.238999992609024",0.15
"ADCY9","10.0270004272461","-0.241400003433228",0.14
"ADCYAP1R1","0.459699988365173","-0.242799997329712",0.15
"ADNP","10.646900177002","-0.484200000762939",0.13
"ADORA1","2.55570006370544","-0.25560000538826",0.16
"ADRA1A","2.80850005149841","0.309700012207031",0.15
"ADRA2B","5.28200006484985","0.41049998998642",0.15
"AEBP2","9.83100032806396","-0.469900012016296",0.13
"AFF4","11.2807998657227","0.262899994850159",0.15
"AGAP2","8.20559978485107","-0.443800002336502",0.14
"AGK","10.2518997192383","-0.425900012254715",0.16
"AGL","9.02989959716797","-0.206200003623962",0.14
"AGRN","12.8739004135132","0.0586000010371208",0.15
"AGT","13.4503002166748","-0.0151000004261732",0.14
"AGTR1","3.85920000076294","-0.144299998879433",0.14
"AKAP9","10.4897003173828","-0.489800006151199",0.14
"AKT2","10.6824998855591","0.409299999475479",0.14
"AKT3","8.64249992370605","-0.139599993824959",0.16
"ALDH1A3","8.95259952545166","0.393200010061264",0.14
"ALDH3A1","5.36320018768311","-0.412299990653992",0.14
"ALDH3A2","10.4343996047974","0.451299995183945",0.13
"ALDOA","15.850700378418","-0.00730000017210841",0.13
"ALDOB","4.78919982910156","0.363000005483627",0.15
"ALK","0.807900011539459","-0.485300004482269",0.15
"AMBN","0","-0.432799994945526",0.15
"AMDHD1","1.85889995098114","-0.455900013446808",0.14
