"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.2","0.21"
"MGAT4B","MGAT5","0.65","0.55"
"MGAT4B","MGAT5B","0.33","0.39"
"MGAT5","MGAT5B","0.35","0.18"
