"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.28","0.43"
"MGAT4B","MGAT5","0.7","0.35"
"MGAT4B","MGAT5B","0.38","0.37"
"MGAT5","MGAT5B","0.49","0.27"
