"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.58","1.0"
"MGAT3","MGAT5","0.2","0.1"
"MGAT4B","MGAT5","1.0","0.9"
"MGAT4B","MGAT5B","0.75","0.86"
"MGAT5","MGAT5B","0.59","0.27"
