"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.42"
"MGAT3","MGAT5","0.91","1.0"
"MGAT4B","MGAT5","0.69","0.82"
"MGAT4B","MGAT5B","0.84","0.96"
"MGAT5","MGAT5B","0.64","0.51"
