"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.74"
"MGAT3","MGAT5","0.79","0.99"
"MGAT4B","MGAT5","0.5","0.57"
"MGAT4B","MGAT5B","0.69","1.0"
"MGAT5","MGAT5B","0.56","0.71"
