"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.44","0.97"
"MGAT3","MGAT5","0.28","0.2"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.83","0.83"
"MGAT5","MGAT5B","0.65","0.37"
