"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.63","1.0"
"MGAT3","MGAT5","0.05","0.11"
"MGAT4B","MGAT5","1.0","0.72"
"MGAT4B","MGAT5B","0.75","0.69"
"MGAT5","MGAT5B","0.72","0.41"
