"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.94","0.04"
"MGAT3","MGAT5","0.92","0.57"
"MGAT4B","MGAT5","0.89","0.66"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.85","0.63"
