"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.29"
"MGAT3","MGAT5","0.89","0.73"
"MGAT4B","MGAT5","0.73","0.65"
"MGAT4B","MGAT5B","0.89","1.0"
"MGAT5","MGAT5B","0.75","0.69"
