"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.9","1.0"
"MGAT3","MGAT5","0.15","0.16"
"MGAT4B","MGAT5","1.0","0.66"
"MGAT4B","MGAT5B","0.69","0.51"
"MGAT5","MGAT5B","0.69","0.3"
