"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.79","0.05"
"MGAT3","MGAT5","0.9","0.75"
"MGAT4B","MGAT5","0.93","0.9"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.77","0.49"
