"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.72","0.07"
"MGAT3","MGAT5","0.9","0.83"
"MGAT4B","MGAT5","0.93","1.0"
"MGAT4B","MGAT5B","1.0","0.98"
"MGAT5","MGAT5B","0.73","0.43"
