"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.76"
"MGAT3","MGAT5","0.78","1.0"
"MGAT4B","MGAT5","0.48","0.57"
"MGAT4B","MGAT5B","0.66","0.87"
"MGAT5","MGAT5B","0.52","0.57"
