"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.04","0.62"
"MGAT3","MGAT5","0.55","0.48"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.88","0.85"
"MGAT5","MGAT5B","0.63","0.27"
