"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.44","1.0"
"MGAT3","MGAT5","0.27","0.18"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.8","0.86"
"MGAT5","MGAT5B","0.64","0.35"
