"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.39"
"MGAT3","MGAT5","0.97","1.0"
"MGAT4B","MGAT5","0.72","0.81"
"MGAT4B","MGAT5B","0.88","0.82"
"MGAT5","MGAT5B","0.59","0.32"
