"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.77","1.0"
"MGAT3","MGAT5","0.03","0.05"
"MGAT4B","MGAT5","1.0","0.76"
"MGAT4B","MGAT5B","0.73","0.65"
"MGAT5","MGAT5B","0.65","0.32"
