"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.15","0.16"
"MGAT4B","MGAT5","0.95","0.64"
"MGAT4B","MGAT5B","0.64","0.54"
"MGAT5","MGAT5B","0.6","0.28"
