"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.96","1.0"
"MGAT3","MGAT5","0.01","0.14"
"MGAT4B","MGAT5","1.0","0.64"
"MGAT4B","MGAT5B","0.74","0.67"
"MGAT5","MGAT5B","0.67","0.36"
