"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.22","0.52"
"MGAT3","MGAT5","0.61","0.51"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.92","0.9"
"MGAT5","MGAT5B","0.7","0.35"
