"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.79","0.1"
"MGAT3","MGAT5","0.83","0.5"
"MGAT4B","MGAT5","0.91","0.71"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.87","0.69"
