"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.23","1.0"
"MGAT3","MGAT5","0.28","0.01"
"MGAT4B","MGAT5","1.0","0.85"
"MGAT4B","MGAT5B","0.85","0.96"
"MGAT5","MGAT5B","0.8","0.62"
