"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.5"
"MGAT3","MGAT5","0.87","1.0"
"MGAT4B","MGAT5","0.63","0.75"
"MGAT4B","MGAT5B","0.76","0.88"
"MGAT5","MGAT5B","0.56","0.35"
