"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.65","1.0"
"MGAT3","MGAT5","0.05","0.13"
"MGAT4B","MGAT5","1.0","0.69"
"MGAT4B","MGAT5B","0.66","0.56"
"MGAT5","MGAT5B","0.63","0.18"
