"label","mRNA","methy","GNNExplainer"
"ABAT","9.98169994354248","0.314500004053116",0.15
"ABCA1","9.41740036010742","0.0725999996066093",0.15
"ABCB1","5.082200050354","-0.33610001206398",0.14
"ABCB4","4.48810005187988","-0.207699999213219",0.14
"ABI1","10.9160995483398","-0.0750999972224236",0.14
"ABL1","10.7115001678467","0.363599985837936",0.15
"ABL2","9.99730014801025","-0.457800000905991",0.15
"ACACA","10.6567001342773","0.357499986886978",0.14
"ACACB","5.97590017318726","0.317200005054474",0.13
"ACAN","6.37419986724854","-0.425900012254715",0.14
"ACIN1","11.1415004730225","0.0229000002145767",0.14
"ACLY","12.3957996368408","-0.0294000003486872",0.16
"ACO1","10.3605003356934","-0.401699990034103",0.15
"ACO2","12.4159002304077","-0.476999998092651",0.14
"ACOT4","7.86149978637695","-0.448199987411499",0.15
"ACOX1","10.6759004592896","-0.481400012969971",0.14
"ACOX2","7.8585000038147","-0.0741000026464462",0.14
"ACOX3","9.87530040740967","0.383199989795685",0.16
"ACSF3","7.29720020294189","0.0949999988079071",0.13
"ACSS3","9.01410007476807","-0.1824000030756",0.15
"ACTA1","4.63360023498535","-0.389400005340576",0.14
"ACTB","17.7457008361816","-0.34060001373291",0.15
"ACTG1","15.6358995437622","0.112099997699261",0.13
"ACTL6B","0","-0.195199996232986",0.14
"ACTN1","13.6273002624512","0.207399994134903",0.14
"ACTN2","1.53900003433228","-0.226899996399879",0.15
"ACTN3","1.28059995174408","0.162900000810623",0.15
"ACTN4","13.048999786377","-0.193000003695488",0.12
"ACTR1A","11.5490999221802","-0.484499990940094",0.15
"ACTR3B","7.44259977340698","0.337599992752075",0.12
"ACTR8","8.51000022888184","0.344500005245209",0.16
"ACVR1C","2.93930006027222","-0.191300004720688",0.13
"ADAM12","11.1282997131348","-0.116999998688698",0.14
"ADAM15","13.9682998657227","-0.193599998950958",0.15
"ADAM28","7.52330017089844","-0.123700000345707",0.14
"ADAMTS5","9.27040004730225","-0.0803999975323677",0.15
"ADAR","13.1800003051758","-0.465099990367889",0.14
"ADCY1","5.86240005493164","-0.0590000003576279",0.16
"ADCY2","5.81430006027222","-0.423900008201599",0.14
"ADCY3","9.34879970550537","0.322200000286102",0.14
"ADCY5","1.28059995174408","0.443500012159348",0.14
