"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.29","0.39"
"MGAT4B","MGAT5","0.43","0.34"
"MGAT4B","MGAT5B","0.11","0.35"
"MGAT5","MGAT5B","0.24","0.21"
