"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.39"
"MGAT3","MGAT5","0.86","0.81"
"MGAT4B","MGAT5","0.68","0.67"
"MGAT4B","MGAT5B","0.85","1.0"
"MGAT5","MGAT5B","0.71","0.7"
