"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.18","0.64"
"MGAT3","MGAT5","0.53","0.21"
"MGAT4B","MGAT5","1.0","0.8"
"MGAT4B","MGAT5B","0.94","1.0"
"MGAT5","MGAT5B","0.84","0.62"
