"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.62","0.14"
"MGAT3","MGAT5","0.91","0.83"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.98","0.97"
"MGAT5","MGAT5B","0.62","0.17"
