"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.26","1.0"
"MGAT3","MGAT5","0.31","0.02"
"MGAT4B","MGAT5","1.0","0.86"
"MGAT4B","MGAT5B","0.81","0.95"
"MGAT5","MGAT5B","0.73","0.46"
