"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.49"
"MGAT3","MGAT5","0.85","0.94"
"MGAT4B","MGAT5","0.63","0.72"
"MGAT4B","MGAT5B","0.8","1.0"
"MGAT5","MGAT5B","0.64","0.63"
